"Curso","Ordem de prioridade do curso","Nota da qualificacao anterior","Nota de admissao","Deslocado","Necessidades educacionais especiais","Devedor","Genero","Bolsista","Idade na inscricao","Internacional","Materias do primeiro semestre aprovadas","Media das notas do primeiro semestre","Resultado"
"Informatics Engineering",1,130,134,"Nao","Nao","Nao","Homem","Sim",24,"Nao",5,11.8333333333333,"Matriculado"
"Tourism",1,133.1,125,"Nao","Nao","Nao","Homem","Nao",21,"Nao",5,11.3333333333333,"Matriculado"
"Informatics Engineering",4,133,123.2,"Sim","Nao","Nao","Homem","Nao",18,"Nao",5,13.6,"Graduado"
"Informatics Engineering",3,131,118.4,"Nao","Nao","Nao","Homem","Nao",18,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",1,133.1,116.2,"Nao","Nao","Nao","Homem","Nao",24,"Nao",5,12.8571428571429,"Desistente"
"Informatics Engineering",1,133.1,123,"Nao","Nao","Nao","Homem","Sim",28,"Nao",3,14.3333333333333,"Matriculado"
"Advertising and Marketing Management",1,118,113.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",5,13.5,"Graduado"
"Veterinary Nursing",1,120,125,"Nao","Nao","Nao","Mulher","Nao",28,"Nao",6,14.4285714285714,"Matriculado"
"Basic Education",3,133.1,134.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Desistente"
"Animation and Multimedia Design",1,145,149.9,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Graduado"
"Nursing",1,125,119.8,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",8,12.82875,"Graduado"
"Equinculture",1,125,125,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",0,0,"Graduado"
"Nursing",3,148,135.1,"Sim","Nao","Sim","Mulher","Nao",18,"Nao",0,0,"Desistente"
"Communication Design",4,139,138.3,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,14.6666666666667,"Graduado"
"Nursing",2,130,122.5,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",7,13.9371428571429,"Graduado"
"Communication Design",1,148,148,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",10,14.7,"Graduado"
"Journalism and Communication",2,130,126.2,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,11.6666666666667,"Graduado"
"Nursing",4,134,129.8,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",6,14.85,"Graduado"
"Veterinary Nursing",1,133.1,104,"Nao","Nao","Nao","Mulher","Nao",26,"Nao",1,12,"Desistente"
"Nursing",4,137,126.7,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,13.6875,"Desistente"
"Social Service (Noturno)",1,130,120,"Nao","Nao","Nao","Mulher","Nao",58,"Nao",5,12.4,"Graduado"
"Nursing",2,137,124.6,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",7,13.398,"Graduado"
"Veterinary Nursing",1,130,130,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",5,11.8,"Matriculado"
"Management (Noturno)",1,140,127.3,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",0,0,"Desistente"
"Management",1,150,122,"Sim","Nao","Nao","Mulher","Nao",29,"Nao",13,11.7692307692308,"Graduado"
"Social Service",1,130,125.1,"Nao","Nao","Sim","Mulher","Nao",27,"Nao",0,0,"Desistente"
"Veterinary Nursing",1,133.1,110,"Sim","Nao","Nao","Mulher","Sim",21,"Nao",6,13.2857142857143,"Graduado"
"Social Service",1,134,129.8,"Nao","Nao","Nao","Mulher","Sim",20,"Nao",6,11.6666666666667,"Graduado"
"Social Service",1,125,114.9,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",6,11.5,"Graduado"
"Nursing",1,141,125.6,"Sim","Nao","Nao","Mulher","Sim",22,"Nao",6,13.0816666666667,"Graduado"
"Communication Design",3,138,125.1,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,12.6666666666667,"Graduado"
"Journalism and Communication",1,116,115.7,"Sim","Nao","Sim","Mulher","Nao",19,"Nao",3,11.3333333333333,"Desistente"
"Basic Education",3,122,112.6,"Sim","Nao","Nao","Mulher","Nao",23,"Nao",5,13.6,"Matriculado"
"Journalism and Communication",3,131,127.2,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,13.1666666666667,"Desistente"
"Equinculture",1,140,140,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Agronomy",1,140,140,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",5,11.6666666666667,"Graduado"
"Social Service",4,127,120.4,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,13.5,"Graduado"
"Veterinary Nursing",1,133.1,100,"Sim","Nao","Sim","Mulher","Sim",26,"Nao",0,0,"Desistente"
"Social Service",1,117,113.5,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,13.1666666666667,"Graduado"
"Veterinary Nursing",1,150,132.1,"Sim","Nao","Sim","Mulher","Nao",29,"Nao",4,12.5,"Desistente"
"Agronomy",1,160,160,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",6,13.375,"Graduado"
"Communication Design",1,128,126.3,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,13.1666666666667,"Graduado"
"Veterinary Nursing",1,160,160,"Sim","Nao","Nao","Mulher","Nao",23,"Nao",4,13.4,"Matriculado"
"Oral Hygiene",1,126,100,"Nao","Nao","Nao","Mulher","Nao",25,"Nao",3,13,"Matriculado"
"Nursing",1,135,125.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,13.1542857142857,"Graduado"
"Communication Design",3,139,142.2,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,12.8333333333333,"Graduado"
"Basic Education",2,125,119.4,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,12.1428571428571,"Graduado"
"Nursing",2,106,106.4,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",5,13.34,"Matriculado"
"Social Service (Noturno)",1,120,120,"Nao","Nao","Nao","Mulher","Nao",36,"Nao",4,13,"Desistente"
"Agronomy",1,150,150,"Nao","Nao","Nao","Homem","Sim",20,"Nao",3,12,"Matriculado"
"Animation and Multimedia Design",2,130,148.6,"Sim","Nao","Nao","Homem","Nao",20,"Sim",0,0,"Desistente"
"Social Service",1,116,108.7,"Sim","Nao","Nao","Homem","Nao",18,"Nao",5,11,"Desistente"
"Agronomy",1,130,130,"Nao","Nao","Nao","Homem","Nao",19,"Nao",5,11.5,"Matriculado"
"Social Service",1,140,124.6,"Sim","Nao","Sim","Homem","Nao",20,"Nao",3,13.3333333333333,"Desistente"
"Nursing",2,134,131,"Sim","Nao","Nao","Homem","Nao",18,"Nao",7,14.5944444444444,"Graduado"
"Equinculture",1,130,130,"Sim","Nao","Sim","Homem","Nao",20,"Nao",4,11,"Desistente"
"Informatics Engineering",1,122,116.1,"Sim","Nao","Sim","Homem","Nao",24,"Nao",0,0,"Desistente"
"Journalism and Communication",1,128,125.6,"Sim","Nao","Nao","Homem","Nao",19,"Nao",0,0,"Desistente"
"Informatics Engineering",1,130,121.3,"Sim","Nao","Nao","Homem","Nao",18,"Nao",1,12,"Desistente"
"Informatics Engineering",3,113,107.4,"Sim","Nao","Nao","Homem","Nao",18,"Nao",5,14,"Graduado"
"Tourism",1,126,116.9,"Nao","Nao","Nao","Homem","Nao",18,"Nao",6,13.5714285714286,"Graduado"
"Advertising and Marketing Management",2,135,123.5,"Sim","Nao","Nao","Homem","Nao",22,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",1,141,130.5,"Nao","Nao","Nao","Homem","Nao",19,"Nao",6,14.25,"Graduado"
"Veterinary Nursing",1,133.1,140,"Sim","Nao","Sim","Mulher","Nao",32,"Nao",0,0,"Desistente"
"Basic Education",1,133.1,117.1,"Sim","Nao","Nao","Mulher","Sim",21,"Nao",0,0,"Desistente"
"Nursing",1,144,127.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,13.5428571428571,"Graduado"
"Social Service (Noturno)",1,140,126,"Nao","Nao","Nao","Mulher","Sim",39,"Nao",9,13.1111111111111,"Graduado"
"Social Service (Noturno)",1,100,113,"Sim","Nao","Nao","Mulher","Nao",30,"Nao",9,12.6666666666667,"Graduado"
"Management",1,135,130.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",4,10.75,"Desistente"
"Management (Noturno)",1,130,110,"Sim","Nao","Nao","Mulher","Nao",38,"Nao",4,10.75,"Desistente"
"Communication Design",3,147,135.8,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",6,13.6666666666667,"Graduado"
"Social Service (Noturno)",1,149,126.3,"Nao","Nao","Nao","Mulher","Nao",55,"Nao",6,13.8333333333333,"Graduado"
"Communication Design",1,130,130,"Nao","Nao","Nao","Mulher","Nao",53,"Nao",17,13.1764705882353,"Desistente"
"Social Service (Noturno)",1,120,104,"Nao","Nao","Nao","Mulher","Nao",54,"Nao",4,12.75,"Desistente"
"Nursing",1,125,123.6,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",5,12.86,"Matriculado"
"Social Service (Noturno)",1,133.1,121,"Nao","Nao","Sim","Mulher","Nao",44,"Nao",4,12,"Desistente"
"Social Service",1,149,130.5,"Sim","Nao","Nao","Mulher","Nao",28,"Nao",9,11.6666666666667,"Graduado"
"Social Service (Noturno)",1,180,180,"Nao","Nao","Nao","Mulher","Nao",37,"Nao",14,16.5,"Graduado"
"Social Service",1,110,112.5,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",9,12.3333333333333,"Graduado"
"Nursing",3,131,126.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,12.59125,"Matriculado"
"Social Service",1,117,111.8,"Sim","Nao","Nao","Homem","Nao",19,"Nao",4,11.5,"Desistente"
"Agronomy",1,120,131.4,"Sim","Nao","Nao","Homem","Sim",23,"Nao",18,11.8947368421053,"Graduado"
"Social Service",1,160,144.3,"Nao","Nao","Nao","Homem","Nao",22,"Nao",0,0,"Desistente"
"Tourism",1,100,115,"Nao","Nao","Nao","Homem","Nao",24,"Nao",0,0,"Desistente"
"Agronomy",1,140,120,"Sim","Nao","Nao","Homem","Nao",22,"Nao",5,13,"Matriculado"
"Agronomy",1,160,168.6,"Nao","Nao","Nao","Homem","Nao",26,"Nao",0,0,"Desistente"
"Journalism and Communication",6,141,127.7,"Sim","Nao","Nao","Homem","Nao",18,"Nao",6,15.1666666666667,"Graduado"
"Equinculture",1,130,150,"Nao","Nao","Nao","Homem","Nao",24,"Nao",4,11.75,"Desistente"
"Informatics Engineering",1,142,129.8,"Sim","Nao","Nao","Homem","Nao",18,"Nao",0,0,"Matriculado"
"Animation and Multimedia Design",1,130,135.6,"Sim","Nao","Nao","Homem","Nao",26,"Nao",0,0,"Desistente"
"Tourism",1,133.1,100,"Nao","Nao","Nao","Homem","Nao",27,"Nao",3,11.3333333333333,"Desistente"
"Agronomy",1,140,140,"Sim","Nao","Nao","Homem","Sim",20,"Nao",5,12.6,"Graduado"
"Informatics Engineering",1,129,124.1,"Sim","Nao","Nao","Homem","Nao",19,"Nao",0,0,"Desistente"
"Veterinary Nursing",1,148,131.6,"Nao","Nao","Nao","Homem","Sim",18,"Nao",6,15.5,"Desistente"
"Nursing",3,143,129,"Sim","Nao","Nao","Homem","Nao",18,"Nao",7,12.3657142857143,"Graduado"
"Advertising and Marketing Management",1,128,135.7,"Sim","Nao","Nao","Homem","Nao",19,"Nao",5,13.2,"Matriculado"
"Communication Design",1,100,108,"Sim","Nao","Nao","Homem","Nao",34,"Nao",7,11.4285714285714,"Matriculado"
"Social Service",1,116,110.8,"Sim","Nao","Nao","Homem","Nao",19,"Nao",0,0,"Desistente"
"Journalism and Communication",1,128,124.5,"Nao","Nao","Nao","Homem","Sim",19,"Nao",4,14,"Graduado"
"Agronomy",1,120,100,"Nao","Nao","Nao","Homem","Nao",30,"Nao",3,12,"Desistente"
"Journalism and Communication",1,121,123.8,"Nao","Nao","Nao","Homem","Nao",22,"Nao",0,0,"Desistente"
"Management",1,137,131.4,"Nao","Nao","Nao","Homem","Nao",19,"Nao",4,10,"Desistente"
"Management",1,115,118.5,"Nao","Nao","Nao","Homem","Nao",21,"Nao",1,10,"Desistente"
"Animation and Multimedia Design",2,129,122,"Sim","Nao","Nao","Homem","Nao",22,"Nao",0,0,"Desistente"
"Tourism",1,125,122.9,"Nao","Nao","Nao","Homem","Sim",19,"Nao",6,11.1666666666667,"Matriculado"
"Social Service",1,125,118.7,"Nao","Nao","Nao","Homem","Nao",20,"Nao",4,11.75,"Matriculado"
"Agronomy",1,133.1,100,"Sim","Nao","Nao","Homem","Nao",35,"Nao",3,11.75,"Desistente"
"Management",2,131,135.9,"Sim","Nao","Nao","Homem","Nao",20,"Nao",1,10,"Desistente"
"Equinculture",1,133.1,138.4,"Nao","Nao","Nao","Homem","Nao",21,"Nao",3,14,"Graduado"
"Veterinary Nursing",1,133.1,128.2,"Nao","Nao","Sim","Homem","Nao",27,"Nao",0,0,"Desistente"
"Journalism and Communication",1,114,107.4,"Sim","Nao","Nao","Homem","Nao",26,"Nao",3,12,"Desistente"
"Journalism and Communication",1,127,129.8,"Nao","Nao","Nao","Homem","Nao",20,"Nao",0,0,"Desistente"
"Agronomy",1,130,100,"Nao","Nao","Sim","Homem","Nao",28,"Nao",8,11.8888888888889,"Desistente"
"Journalism and Communication",3,121,113,"Sim","Nao","Nao","Homem","Nao",19,"Nao",6,13.8333333333333,"Graduado"
"Management (Noturno)",1,120,107,"Nao","Nao","Nao","Homem","Nao",47,"Nao",0,0,"Desistente"
"Journalism and Communication",1,120,130,"Nao","Nao","Nao","Homem","Nao",55,"Nao",5,11.4,"Desistente"
"Agronomy",1,120,120,"Sim","Nao","Nao","Homem","Nao",39,"Nao",0,0,"Desistente"
"Agronomy",1,120,120.5,"Sim","Nao","Sim","Homem","Nao",35,"Nao",14,10.6428571428571,"Desistente"
"Social Service",1,133.1,120.5,"Nao","Nao","Nao","Homem","Nao",32,"Nao",2,11,"Desistente"
"Journalism and Communication",4,124,137,"Sim","Nao","Nao","Homem","Nao",20,"Nao",6,16.8333333333333,"Graduado"
"Tourism",1,150,115,"Nao","Nao","Nao","Homem","Nao",36,"Nao",6,13.5714285714286,"Graduado"
"Management (Noturno)",1,133.1,142.7,"Nao","Nao","Sim","Homem","Sim",34,"Nao",5,14.7142857142857,"Graduado"
"Advertising and Marketing Management",1,116,116.7,"Sim","Nao","Nao","Homem","Nao",21,"Nao",0,0,"Desistente"
"Management (Noturno)",1,133.1,136.1,"Nao","Nao","Nao","Homem","Sim",42,"Nao",1,10,"Desistente"
"Agronomy",1,133.1,134.3,"Nao","Nao","Nao","Homem","Nao",25,"Nao",1,11,"Desistente"
"Journalism and Communication",1,167,153,"Sim","Nao","Nao","Homem","Sim",18,"Nao",1,11,"Desistente"
"Journalism and Communication",1,140,132,"Nao","Nao","Nao","Homem","Sim",18,"Nao",5,12,"Graduado"
"Social Service",2,124,129.6,"Sim","Nao","Nao","Homem","Nao",19,"Nao",6,11.125,"Graduado"
"Veterinary Nursing",1,110,105,"Nao","Nao","Sim","Homem","Nao",34,"Nao",3,11.3333333333333,"Desistente"
"Journalism and Communication",2,150,130.8,"Nao","Nao","Nao","Homem","Nao",20,"Nao",2,12,"Desistente"
"Nursing",1,123,119.7,"Nao","Nao","Nao","Homem","Nao",20,"Nao",0,0,"Desistente"
"Nursing",1,152,132.5,"Nao","Nao","Nao","Homem","Nao",21,"Nao",7,14.54,"Graduado"
"Agronomy",1,130,130,"Sim","Nao","Nao","Homem","Nao",19,"Nao",6,12.1666666666667,"Graduado"
"Veterinary Nursing",1,133.1,120,"Nao","Nao","Sim","Homem","Nao",31,"Nao",4,13.5,"Desistente"
"Advertising and Marketing Management",1,133.1,150,"Nao","Nao","Nao","Homem","Nao",21,"Nao",6,14.75,"Graduado"
"Management",1,124,115.6,"Nao","Nao","Nao","Homem","Sim",20,"Nao",5,12.375,"Graduado"
"Nursing",2,119.1,119.1,"Nao","Nao","Nao","Homem","Nao",22,"Nao",6,12.7333333333333,"Graduado"
"Communication Design",2,128,123.5,"Sim","Sim","Nao","Homem","Nao",19,"Nao",4,12.5,"Desistente"
"Equinculture",1,133.1,120,"Sim","Nao","Sim","Homem","Nao",41,"Nao",0,0,"Desistente"
"Nursing",1,133.1,110,"Sim","Nao","Nao","Homem","Nao",27,"Nao",0,0,"Desistente"
"Nursing",1,145,131.4,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",7,13.4428571428571,"Desistente"
"Nursing",2,141,126.8,"Sim","Nao","Nao","Mulher","Sim",20,"Sim",8,14.2,"Graduado"
"Nursing",4,118.9,118.9,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,13.55,"Graduado"
"Management (Noturno)",1,160,160,"Nao","Nao","Nao","Mulher","Nao",35,"Nao",5,11.6,"Graduado"
"Journalism and Communication",5,111,115.9,"Sim","Nao","Nao","Mulher","Nao",22,"Nao",6,13.5714285714286,"Graduado"
"Tourism",2,111,109.3,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",6,13.8333333333333,"Graduado"
"Advertising and Marketing Management",1,123,113.9,"Sim","Nao","Sim","Mulher","Nao",18,"Nao",4,11.25,"Desistente"
"Social Service",1,133,121.8,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",5,10.2,"Graduado"
"Nursing",1,140,140,"Nao","Nao","Nao","Mulher","Nao",30,"Nao",7,15.6757142857143,"Graduado"
"Social Service",1,122,114.7,"Nao","Nao","Sim","Mulher","Sim",18,"Nao",6,10.8333333333333,"Graduado"
"Tourism",1,128,120,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",6,14.5,"Matriculado"
"Social Service",1,108,107.3,"Nao","Sim","Nao","Mulher","Sim",19,"Nao",4,10.4,"Matriculado"
"Veterinary Nursing",1,139,136.2,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",5,13,"Graduado"
"Oral Hygiene",2,130,119.5,"Sim","Nao","Nao","Mulher","Sim",21,"Nao",7,12.2428571428571,"Graduado"
"Basic Education",1,133.1,106,"Sim","Nao","Sim","Mulher","Nao",21,"Nao",7,13,"Matriculado"
"Advertising and Marketing Management",4,130,124.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,14.1666666666667,"Matriculado"
"Management",3,143,133.2,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",4,14.25,"Graduado"
"Veterinary Nursing",1,110,110,"Nao","Nao","Nao","Mulher","Nao",35,"Nao",1,12,"Desistente"
"Nursing",6,120,114.8,"Sim","Nao","Nao","Mulher","Nao",21,"Sim",4,13.25,"Matriculado"
"Nursing",1,140,130,"Sim","Nao","Nao","Homem","Sim",18,"Nao",6,13.1833333333333,"Graduado"
"Communication Design",5,125,122.6,"Sim","Nao","Nao","Homem","Nao",22,"Nao",1,11,"Matriculado"
"Nursing",1,134,133.5,"Sim","Nao","Nao","Homem","Sim",20,"Nao",7,11.9725,"Graduado"
"Tourism",1,130,120,"Sim","Nao","Nao","Mulher","Nao",34,"Nao",5,12.4,"Graduado"
"Management",1,120,120,"Nao","Nao","Nao","Mulher","Nao",33,"Nao",5,12.6,"Matriculado"
"Nursing",3,142,137.3,"Sim","Nao","Nao","Mulher","Sim",22,"Nao",6,13.9,"Graduado"
"Tourism",3,127,123.5,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",4,11.5,"Matriculado"
"Management",1,140,131.8,"Nao","Nao","Nao","Mulher","Nao",35,"Nao",4,14.2,"Matriculado"
"Management",1,140,130,"Sim","Nao","Nao","Mulher","Nao",39,"Nao",3,10.6666666666667,"Desistente"
"Nursing",6,142,128,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Tourism",1,120,95,"Nao","Nao","Nao","Mulher","Sim",36,"Nao",6,11,"Graduado"
"Nursing",2,124,116,"Sim","Nao","Nao","Mulher","Sim",21,"Nao",7,13.9571428571429,"Graduado"
"Social Service",1,157,136.7,"Sim","Nao","Nao","Mulher","Nao",22,"Nao",4,12.5,"Matriculado"
"Social Service",1,126.6,107.5,"Nao","Nao","Sim","Mulher","Sim",42,"Nao",6,13.3333333333333,"Graduado"
"Informatics Engineering",1,110,108.4,"Sim","Nao","Nao","Mulher","Nao",34,"Nao",0,0,"Desistente"
"Journalism and Communication",1,144,130.7,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",6,11.6666666666667,"Matriculado"
"Social Service (Noturno)",1,160,155.9,"Nao","Nao","Nao","Mulher","Nao",33,"Nao",6,15.7142857142857,"Graduado"
"Tourism",4,105,106.1,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",5,11,"Graduado"
"Advertising and Marketing Management",2,130,128.6,"Sim","Nao","Sim","Mulher","Nao",19,"Nao",4,12.25,"Graduado"
"Management (Noturno)",1,140,140,"Nao","Nao","Sim","Mulher","Nao",34,"Nao",5,12.2,"Desistente"
"Management",1,138,145,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,13,"Graduado"
"Social Service (Noturno)",1,120,113,"Nao","Nao","Nao","Mulher","Sim",24,"Nao",4,12,"Graduado"
"Basic Education",1,135,137.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,13.3333333333333,"Graduado"
"Advertising and Marketing Management",1,119,119.7,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",3,13,"Matriculado"
"Nursing",1,121,120.5,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",7,12.91,"Graduado"
"Social Service",5,126,125.7,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,11,"Graduado"
"Nursing",4,132,125.5,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",6,13.58,"Graduado"
"Social Service",1,128,124.5,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",4,12.4,"Graduado"
"Social Service (Noturno)",1,160,126,"Nao","Nao","Nao","Mulher","Sim",38,"Nao",8,12.8888888888889,"Graduado"
"Animation and Multimedia Design",1,125,136.2,"Sim","Nao","Sim","Homem","Nao",21,"Nao",11,11.5454545454545,"Matriculado"
"Management",1,127,124.2,"Sim","Nao","Nao","Homem","Nao",23,"Sim",1,10,"Matriculado"
"Nursing",5,147,138.5,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",8,14.34125,"Graduado"
"Journalism and Communication",2,130,122.3,"Sim","Nao","Sim","Mulher","Nao",18,"Nao",6,14.1428571428571,"Desistente"
"Animation and Multimedia Design",6,134,126,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",0,0,"Graduado"
"Agronomy",1,140,135.4,"Sim","Nao","Nao","Mulher","Nao",24,"Nao",5,11.8,"Matriculado"
"Journalism and Communication",1,151,146.5,"Nao","Nao","Nao","Mulher","Sim",18,"Sim",6,13.3333333333333,"Graduado"
"Equinculture",1,132,121.9,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,14.5,"Graduado"
"Management (Noturno)",1,130,130,"Nao","Nao","Nao","Mulher","Nao",26,"Nao",8,12.6666666666667,"Graduado"
"Management",1,126,115.2,"Nao","Nao","Sim","Mulher","Nao",19,"Nao",1,10,"Matriculado"
"Advertising and Marketing Management",3,119,115.2,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",0,0,"Desistente"
"Tourism",1,123,125.1,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",4,11,"Matriculado"
"Equinculture",1,106,108,"Sim","Nao","Sim","Mulher","Nao",20,"Nao",2,12,"Desistente"
"Tourism",3,121,125.9,"Sim","Nao","Nao","Mulher","Nao",22,"Nao",4,10,"Matriculado"
"Nursing",2,138,128,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",7,14.2085714285714,"Graduado"
"Nursing",5,118,113.5,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",7,14.3071428571429,"Graduado"
"Management",1,120,124.6,"Nao","Nao","Nao","Mulher","Nao",36,"Nao",3,11,"Matriculado"
"Basic Education",1,133.1,116,"Sim","Nao","Nao","Mulher","Nao",29,"Nao",0,0,"Desistente"
"Social Service",3,141,124.9,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,12,"Graduado"
"Management",1,180,140.5,"Nao","Nao","Sim","Mulher","Nao",24,"Nao",0,0,"Desistente"
"Agronomy",1,180,179.6,"Nao","Nao","Sim","Mulher","Nao",27,"Nao",0,0,"Desistente"
"Journalism and Communication",1,115,116.1,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,13.8571428571429,"Graduado"
"Animation and Multimedia Design",2,142,139.4,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",0,0,"Graduado"
"Oral Hygiene",4,135,129,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",1,150,135.6,"Nao","Nao","Nao","Mulher","Sim",43,"Nao",5,11,"Graduado"
"Management",1,153,147.8,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",5,13.2,"Graduado"
"Veterinary Nursing",1,153,138,"Sim","Nao","Nao","Mulher","Sim",21,"Nao",6,13.5,"Desistente"
"Management",1,150,150,"Nao","Nao","Nao","Mulher","Nao",26,"Nao",0,0,"Desistente"
"Nursing",6,144,130.8,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,14.2142857142857,"Graduado"
"Veterinary Nursing",1,130,122.6,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",5,13,"Graduado"
"Journalism and Communication",1,125,119.1,"Sim","Nao","Nao","Mulher","Nao",22,"Nao",2,12,"Desistente"
"Nursing",1,133.1,111.8,"Sim","Nao","Nao","Mulher","Nao",27,"Nao",0,0,"Desistente"
"Management",3,133,125,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,12.8,"Graduado"
"Veterinary Nursing",1,140,129.9,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",4,13.6,"Graduado"
"Nursing",4,133,131.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,13.9714285714286,"Graduado"
"Veterinary Nursing",1,154,141.4,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",6,15,"Graduado"
"Veterinary Nursing",1,133.1,120,"Nao","Nao","Nao","Mulher","Nao",32,"Nao",0,0,"Desistente"
